app_ref,council_id,lat,lng,applicant1,applicant2,applicant3,received_date,decision_date,address1,address2,address3,address4,decision,status,details,url,tweet_id
2016/11,3,,,,,,2011-01-11,2011-05-09,"Mount Jerome Cemetery, Harolds Cross Road, Dublin 6W",,,,N,2,30 additional car parking spaces for mourners in the area,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2016/11,1
2042/11,3,,,,,,2011-01-18,2011-05-05,"131D, Slaney Road, Dublin Industrial Estate, Glasnevin, Dublin 11",,,,C,9,Change use of ground/first floor from industrial to camping & fishing equipment,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2042/11,1
2050/11,3,53.3351321,-6.2646103,,,,2011-01-19,2011-05-17,"10A, Camden Street Lower, Dublin 2",,,,C,9,Change of use at 1st & 2nd floor levels from office to 2 no. 1 bedroom apartment,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2050/11,1
2062/11,3,53.3502689,-6.2746638,,,,2011-01-20,2011-05-13,"122, Church Street, Dublin 7",,,,C,9,PROTECTED STRUCTURE - Change of use of existing 127sqm retail unit to facilitate,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2062/11,1
2091/11,3,,,,,,2011-01-27,2011-05-12,"21, Heytesbury Street, Portobello, Dublin 8",,,,C,9,PROTECTED STRUCTURE-New flat roofed single storey extension to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2091/11,1
2092/11,3,53.3382506,-6.2817827,,,,2011-01-27,2011-04-26,"116, ( Formerly Known As 115), Cork Street, The Coombe, Dublin 8",,,,C,9,PROTECTED STRUCTURE: Change of use from office to education,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2092/11,1
2094/11,3,53.3430617,-6.2763368,,,,2011-01-27,2011-05-12,"81, Thomas Street, Dublin 8",,,,C,9,PROTECTED STRUCTURE-Retention & completion of re-built section of front facade,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2094/11,1
2100/11,3,53.3246566,-6.307627,,,,2011-01-28,2011-04-18,"Leo Pharma, Cashel Road, Crumlin, Dublin 12",,,,C,9,Single storey offices & ancillary car park,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2100/11,1
2105/11,3,53.3236839,-6.2508625,,,,2011-01-31,2011-05-24,"113-115, Ranelagh, Dublin 6",,,,R,9,Alterations to shopfront to provide new glazed shopfront & relocated entrance,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2105/11,1
2116/11,3,53.3519799,-6.2835573,,,,2011-02-01,2011-05-10,"80, Manor Street, Dublin 7",,,,C,9,PROTECTED STRUCTURE-Single storey extension to rear with alterations,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2116/11,1
2133/11,3,,,,,,2011-02-04,2011-05-16,"Former Chief O'Neills Hotel, Smithfield, Dublin 7",,,,C,9,PROTECTED STRUCTURE - Steel and glass canopy over existing entrance,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2133/11,1
2188/11,3,53.3410212,-6.2564354,,,,2011-02-11,2011-05-24,"32, Molesworth Street, Dublin 2",,,,C,9,PROTECTED STRUCTURE-Remove ground floor toilet block & create new toilets,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2188/11,1
2216/11,3,53.3184534,-6.2581084,,,,2011-02-17,2011-05-12,"32, Ormond Road, Rathmines, Dublin 6",,,,C,9,PROTECTED STRUCTURE - restoration to a single residence of a two storey semi,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2216/11,1
2251/11,3,53.3190347,-6.2551032,,,,2011-02-23,2011-05-10,"63, Moyne Road, Ranelagh, Dublin 6",,,,C,9,PROTECTED STRUCTURE - Single storey extension and raised roof level of existing,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2251/11,1
2267/11,3,53.3456004,-6.2635296,,,,2011-02-25,2011-05-10,"Temple Bar Gallery & Studios, 5-9, Temple Bar, Dublin 2",,,,R,9,Addition of new painted lettering & other works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2267/11,1
2414/06/x1,3,53.3312162,-6.2700676,,,,2011-04-15,,"37, Victoria Street, Dublin 8",,,,,,EXT OF DURATION: first floor extension over existing,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2414/06/x1,1
2452/11,3,,,,,,2011-04-01,2011-05-24,"7A, Grangemore Drive, Donaghmede, Dublin 13",,,,C,9,Alterations to existing attic space with dormer window to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2452/11,1
2453/11,3,53.3438644,-6.3296984,,,,2011-04-01,2011-04-18,"11-12, Liffey Street Upper, Dublin 1",,,,N,0,Provision of a new signage to the existing shop front,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2453/11,1
2454/11,3,53.3739906,-6.2129649,,,,2011-04-01,2011-04-07,"130, Collins Avenue East, Donnycarney, Dublin 5",,,,N,0,2 storey extension to end of terrace house & provide off street parking,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2454/11,1
2455/11,3,53.3609571,-6.2464919,,,,2011-04-01,2011-04-07,"101, Clonliffe Avenue, Dublin 3",,,,N,0,Erection of new end of terrace dwelling house with attic conversion,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2455/11,1
2456/11,3,53.3839416,-6.1630361,,,,2011-04-01,2011-05-23,"142, Foxfield Grove, Raheny, Dublin 5",,,,C,9,Amendments to existing roof structure to allow for extension of stairwell,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2456/11,1
2457/11,3,53.3771481,-6.2632894,,,,2011-04-01,2011-05-24,"25, Rathlin Road, Dublin 9",,,,C,9,Single storey porch to front & off street parking in front garden,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2457/11,1
2458/11,3,,,,,,2011-04-01,2011-04-08,"1 & 2, St. David's Terrace, (corner Of Marlborough Road), Dublin 7",,,,N,0,Change of use from offices to residential accommodation,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2458/11,1
2459/11,3,,,,,,2011-04-01,2011-05-23,"Our Lady's Childrens Hospital, Crumlin, Dublin 12",,,,C,9,Construct 2nd floor Cardiology In patient Unit over existing Paediatric I.C.U.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2459/11,1
2460/11,3,,,,,,2011-04-01,2011-05-26,"Total Fitness Centre, adjacent to Clare Hall Shopping Centre, Corner of Malahide Road & Temple View Vale Road, Malahide Road, Dublin 17",,,,N,2,Change of use and modifications of fitness centre to a mixed use development,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2460/11,1
2461/11,3,53.3940358,-6.2690922,,,,2011-04-01,2011-05-31,"Silloge, Ballymun, Dublin 11",,,,D,3,Modifications to the road network at Silloge Gardens,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2461/11,1
2462/11,3,53.3372239,-6.2449092,,,,2011-04-04,2011-04-07,"1 & 2 The Mews, Stephens Lane, rear of 25, Mount Street Upper, Dublin 2",,,,N,0,ground floor internal alterations to existing 3 storey house with revisions to,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2462/11,1
2463/11,3,53.359704,-6.2612658,,,,2011-04-04,2011-04-08,"37, Dorset Street Lower, Dublin 1",,,,N,0,Change of use from former tanning salon to food takeaway including new signage,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2463/11,1
2464/11,3,53.3325374,-6.2664658,,,,2011-04-04,2011-04-08,"8-10, Harrington Street, Dublin 8",,,,N,0,PROTECTED STRUCTURE - refurbishment of its first floor offices,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2464/11,1
2465/11,3,53.3932646,-6.1721689,,,,2011-04-04,2011-05-24,"26, Streamville Road, Dublin 13",,,,C,9,RETENTION - existing pigeon lofts A & B (2no.) in rear garden.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2465/11,1
2466/11,3,53.3889323,-6.234394,,,,2011-04-04,2011-05-12,"22, Coolrua Drive, Beaumont, Dublin 9",,,,C,9,RETENTION-Alterations to previously approved application ref. no. 6432/07,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2466/11,1
2467/11,3,53.3295599,-6.2632453,,,,2011-04-04,2011-05-18,"29A, Mountpleasant Avenue Lower, Ranelagh, Dublin 6",,,,R,9,Demolish existing shed & construct semi detached single storey house,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2467/11,1
2468/11,3,53.3897383,-6.158987,,,,2011-04-04,2011-05-27,"72, Swan's Nest Avenue, Dublin 5",,,,C,9,Detached single storey dwelling to side garden & associated works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2468/11,1
2469/11,3,53.3653844,-6.309736,,,,2011-04-04,2011-04-11,"18, Chancel Mews, Riverston Abbey, Navan Road, Dublin 7",,,,N,0,Change of use to part of dwelling to montessori school,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2469/11,1
2470/11,3,,,,,,2011-04-04,2011-05-20,"Lands at rere of Cherry Orchard Hospital and to the rere of properties at Blackditch Road and Elmdale Crescent, Dublin 10",,,,C,9,Single storey modular steel sports accommodation structure 18.29mx22.67m,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2470/11,1
2471/11,3,,,,,,2011-04-05,2011-04-08,"5, Brighton Road, Rathgar, Dublin 6",,,,N,0,PROTECTED STRUCTURE - one / two storey flat roof extension to rear of existing,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2471/11,1
2472/11,3,,,,,,2011-04-05,2011-04-08,"The Metro Hotel, Santry Cross, Ballymun Road, Dublin 9",,,,N,0,removal of existing Days Inn surface mounted vertical lettering and replacement,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2472/11,1
2473/11,3,,,,,,2011-04-05,2011-04-08,"Site At Pleasants Place To The Rear Of, 59, Camden Street Lower, Dublin 2",,,,N,0,"For a 3 bedroom, 3 storey dwelling (Floor Area 103.5sqm)",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2473/11,1
2474/11,3,,,,,,2011-04-05,2011-05-16,"12, Greenmount Lawns, Off Greenmount Road, Off Terenure Road East, Terenure, Dublin 6",,,,C,9,Conversion of additional attic space to additional bedroom,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2474/11,1
2475/11,3,53.3210536,-6.3270497,,,,2011-04-06,2011-05-25,"27, Stanford Green, Walksintown, Dublin 12",,,,D,3,For demolition of rear shed & other works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2475/11,1
2476/11,3,53.3238685,-6.2891956,,,,2011-04-06,2011-05-26,"32, Rutland Grove, Crumlin, Dublin 12",,,,C,9,Construction of a new ground floor extension to front,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2476/11,1
2477/11,3,,,,,,2011-04-06,2011-05-13,"McDonald's Drive Thru Restaurant, Artane Castle Shopping Centre, Kilmore Road, Artane, Dublin 5",,,,C,9,Cladding over the existing roof tiles,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2477/11,1
2478/11,3,53.388277,-6.2357179,,,,2011-04-06,2011-05-16,"8, Coolgariff Road, Beaumont, Dublin 9",,,,C,9,To convert existing attic & to build new dormer extension to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2478/11,1
2479/11,3,53.3590559,-6.2952144,,,,2011-04-06,2011-05-16,"84, Glenbeigh Road, Cabra, Dublin 7",,,,C,9,Modifications to previously approved permission ref. no. 3084/10,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2479/11,1
2480/11,3,53.3981478,-6.2623647,,,,2011-04-01,2011-05-31,"Coultry, Ballymun, Dublin 9",,,,D,3,6m roadway with 2no. carriageways over a length of approximately 60m,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2480/11,1
2481/11,3,53.3367465,-6.222261,,,,2011-04-07,2011-04-11,"31, Tritonville Road, Sandymount, Dublin 4",,,,N,0,A detached two storey house with off street parking,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2481/11,1
2482/11,3,53.3665793,-6.1733644,,,,2011-04-07,2011-05-16,"434, Clontarf Road, Clontarf, Dublin 3",,,,C,9,"Single storey extension to the rear (18 m.sq., max. height 3.517m)",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2482/11,1
2483/11,3,,,,,,2011-04-07,2011-05-31,"The Wellington, 1a, Baggot Street Upper, Dublin 4",,,,C,9,Erection of 1 no. promotional retractable sun - blind / canopy,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2483/11,1
2484/11,3,53.3184349,-6.2357264,,,,2011-04-07,2011-05-17,"6, Eglinton Park, Dublin 4",,,,C,9,Demolish extension & construct new extension to semi-detached house,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2484/11,1
2485/11,3,53.3836169,-6.2330001,,,,2011-04-07,2011-05-18,"8, Dromlee Crescent, Beaumont, Dublin 9",,,,R,9,RETENTION - For a two storey extension to side & single storey extension to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2485/11,1
2486/11,3,53.3279201,-6.2607249,,,,2011-04-07,2011-05-30,"19, Mountpleasant Square, Ranelagh, Dublin 6",,,,N,2,PROTECTED STRUCTURE-Demolish rear return & construct 2 storey extension,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2486/11,1
2487/11,3,53.3699641,-6.2845122,,,,2011-04-08,2011-06-02,"57, Claremont Crescent, Glasnevin, Dublin 11",,,,C,9,To increase existing no. of children catered for from 10 to 13,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2487/11,1
2488/11,3,53.3906783,-6.2131771,,,,2011-04-08,2011-05-16,"4, Kilmore Close, Coolock, Dublin 5",,,,C,9,"Conversion of garage to bedroom, bathroom & lobby at side",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2488/11,1
2489/11,3,53.3423403,-6.2675714,,,,2011-04-08,2011-05-30,"2, Palace Street, Dublin 2",,,,C,9,PROTECTED STRUCTURE: Re-slating of the roof reusing original slate,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2489/11,1
2490/11,3,53.3577216,-6.2384413,,,,2011-04-08,2011-05-27,"14, James Street North, North Strand, Dublin 3",,,,D,3,Construction of a single storey flat roof extension to the rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2490/11,1
2491/11,3,53.3173043,-6.2381733,,,,2011-04-08,2011-05-27,"7, Vergemount, Clonskeagh, Dublin 6",,,,C,9,Demolish rear return & construct replacement,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2491/11,1
2492/11,3,53.3294542,-6.2993351,,,,2011-04-08,2011-05-30,"Fort Ostman, Old County Road, Crumlin, Dublin 12",,,,C,9,The installation of new electronic vehicular gate,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2492/11,1
2493/11,3,53.3567389,-6.2411209,,,,2011-04-08,2011-04-13,"35, Bessborough Avenue, North Strand, Dublin 3",,,,N,0,First floor extension (area 36m2) in a dormer roof,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2493/11,1
2494/11,3,53.3195289,-6.2200443,,,,2011-04-08,2011-05-25,"13, Ailesbury Road, Dublin 4",,,,C,9,PROTECTED STRUCTURE - Single storey extension to the rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2494/11,1
2495/11,3,53.3584046,-6.2444625,,,,2011-04-08,2011-05-30,"46, Charleville Avenue, Ballybough, Dublin 3",,,,C,9,Convert attic space to studio and construct dormer window to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2495/11,1
2496/11,3,,,,,,2011-04-11,2011-05-20,"6 and 7, Chatham Court, Chatham Street, Dublin 2",,,,C,9,RETENTION & PERMISSION - Of canopy/awning & permission for new signage,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2496/11,1
2497/11,3,53.3127232,-6.2900613,,,,2011-04-11,2011-05-31,"64, Melvin Road, Terenure, Dublin 6w",,,,C,9,Demolish extension to rear & construct new 2 storey extension,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2497/11,1
2498/11,3,,,,,,2011-04-11,2011-05-30,"4, Wesley Road, Rathgar, Dublin 6",,,,C,9,PROTECTED STRUCTURE - Demolish rear return & construct new extension,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2498/11,1
2499/11,3,53.3389501,-6.2658793,,,,2011-04-12,2011-05-27,"34, Aungier Street, Dublin 2",,,,N,2,Change of use from retail shop to food outlet with take away service,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2499/11,1
2500/11,3,53.3709532,-6.2043181,,,,2011-04-12,2011-04-15,"183, Howth Road, Dublin 5",,,,N,0,Change of use of this first floor office premises to a dental surgery.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2500/11,1
2501/11,3,53.3400179,-6.350711,,,,2011-04-12,2011-05-31,"60, Ballyfermot Avenue, Ballyfermot, Dublin 10",,,,C,9,Vehicular access to the front garden being provided by dishing pathway,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2501/11,1
2502/11,3,53.3372239,-6.2449092,,,,2011-04-12,2011-05-30,"1 & 2, The Mews, Stephen's Lane, Rear Of 25 Mount Street Upper, Dublin 2",,,,C,9,Internal and external works throughout 3 storey building,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2502/11,1
2503/11,3,53.3779924,-6.1949121,,,,2011-04-12,2011-05-18,"22, Brookwood Rise, Artane, Dublin 5",,,,C,9,Partial demolition of front boundary wall & replace with vehicular access,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2503/11,1
2504/11,3,,,,,,2011-04-12,2011-05-31,"41, Emerald Square, Dolphins Barn, Dublin 8",,,,C,9,new two storey extension to the rear (33.2 sq.m.) with flat roof,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2504/11,1
2505/11,3,53.318643,-6.2837075,,,,2011-04-12,2011-04-15,"19, Adrian Avenue, Harold's Cross, Dublin 6w",,,,N,0,3.00 metre wide vehicular entrance with gates to front boundary wall.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2505/11,1
2506/11,3,,,,,,2011-04-12,2011-06-01,"5, Brighton Road, Rathgar, Dublin 6",,,,R,9,PROTECTED STRUCTURE - one / two storey flat roof extension to rear of existing,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2506/11,1
2507/11,3,53.3708427,-6.2686405,,,,2011-04-12,2011-05-25,"129, Botanic Road, Glasnevin, Dublin 9",,,,R,9,RETENTION - Of existing garage conversion to family room,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2507/11,1
2508/11,3,53.3256313,-6.3052784,,,,2011-04-12,2011-05-31,"246, Kildare Road, Crumlin, Dublin 12",,,,C,9,Single storey extension at side & rear with tiled pitched roof,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2508/11,1
2509/11,3,,,,,,2011-04-13,2011-05-25,"13, Villa Park Avenue, Navan Road, Dublin 7",,,,C,9,Single storey extension and a two storey extension to the rear of an existing,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2509/11,1
2510/11,3,53.3601122,-6.1984046,,,,2011-04-13,2011-05-27,"Holy Faith Secondary School, 1, Belgrove Road, Clontarf, Dublin 3",,,,C,9,"new single storey flat roof locker room, store, and incorporating an existing",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2510/11,1
2511/11,3,53.3810089,-6.2273509,,,,2011-04-13,2011-05-25,"85, Elm Mount Avenue, Beaumont, Dublin 9",,,,C,9,Single storey extension to side and rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2511/11,1
2512/11,3,,,,,,2011-04-13,2011-05-30,"Pembroke Cricket Club and, Monkstown Football Club, Sydney Parade, Park Avenue, Sandymount, Dublin 4",,,,N,2,telecommunications equipment consisting of 1No. 24m high monopole with 9No.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2512/11,1
2513/11,3,,,,,,2011-04-13,2011-06-02,"6, Lansdowne Terrace, Shelbourne Road, Dublin 4",,,,C,9,Free standing signage to the front of existing Montessori School.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2513/11,1
2514/11,3,53.359704,-6.2612658,,,,2011-04-13,2011-05-27,"37, Dorset Street Lower, Dublin 1",,,,R,9,Change of use from former tanning salon to food take-away including new signage,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2514/11,1
2515/11,3,,,,,,2011-04-13,2011-06-02,"Gaelcholaiste Reachrann, Grange Abbey Road, Donaghmede, Dublin 13",,,,C,9,"1 no. Single one storey Temporary Accommodation Structure, consisting of 3 class",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2515/11,1
2516/11,3,53.3148592,-6.2577798,,,,2011-04-13,2011-05-31,"25, Temple Gardens, Dublin 6",,,,N,2,PROTECTED STRUCTURE - Single storey extension with partially glazed roof and,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2516/11,1
2517/11,3,,,,,,2011-04-13,2011-05-27,"Canada House, 65-68, Saint Stephen's Green South, Dublin 2",,,,N,2,Amendments to the existing permission under Dublin City Council ref 3036/10,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2517/11,1
2518/11,3,53.3564,-6.2598409,,,,2011-04-14,,"12/13, Gardiner Place, Dublin 1",,,,,,"PROTECTED STRUCTURE - Change of use of ground, first, second and third floors",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2518/11,1
2519/11,3,53.3928338,-6.2042119,,,,2011-04-14,2011-05-27,"Unit 1, Northside Retail Park, Coolock Drive, Coolock, Dublin 5",,,,C,9,Change of use from furniture retail warehouse to convenience store,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2519/11,1
2520/11,3,53.3179006,-6.3367375,,,,2011-04-14,2011-06-01,"22, Walkinstown Crescent, Walkinstown, Dublin 12",,,,C,9,Provision of off street car parking & new vehiculaar entrance,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2520/11,1
2521/11,3,,,,,,2011-04-14,2011-06-02,"250, Howth Road, Killester, Dublin 5",,,,N,2,Demolish garage & kitchen & construct 2no. extension to side & rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2521/11,1
2522/11,3,53.3845326,-6.228496,,,,2011-04-14,2011-05-26,"45a, Coolatree Road, Beaumont, Dublin 9",,,,C,9,Conversion of existing garage for habitable use with single storey extension,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2522/11,1
2523/11,3,53.3325374,-6.2664658,,,,2011-04-14,2011-06-02,"8-10, Harrington Street, Dublin 8",,,,N,2,PROTECTED STRUCTURE - Refurbishment of existing offices,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2523/11,1
2524/11,3,,,,,,2011-04-14,2011-06-02,"Unit 6A, Goldenbridge Industrial Estate, Inchicore, Dublin 8",,,,N,2,Change of use of existing wholesale outlet to be sub-divided in 2 sections,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2524/11,1
2525/11,3,53.3860679,-6.1643295,,,,2011-04-14,2011-06-03,"80, Grange Park Crescent, Dublin 5",,,,C,9,RETENTION: For vehicular entrance,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2525/11,1
2526/11,3,53.3412718,-6.2604229,,,,2011-04-14,,"33, Grafton Street, Dublin 2",,,,,,Replacement of existing shop front  along Grafton Street,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2526/11,1
2527/11,3,,,,,,2011-04-14,2011-06-02,"The Sanctuary, Stanhope Street, Grangegorman Lower, Dublin 7",,,,N,2,Construct single storey extension to side and rear of existing building,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2527/11,1
2528/11,3,53.3835333,-6.2059505,,,,2011-04-14,,"Parish Of Saint John Vianney, Ardlea Road, Artane, Dublin 5",,,,,,Remove temporary buildings & construct single storey Pastoral Resource Centre,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2528/11,1
2529/11,3,53.3387262,-6.3008273,,,,2011-04-15,,"523, South Circular Road, Dublin 8",,,,,,Replacing two existing skylights with dormer windows.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2529/11,1
2530/11,3,53.3302527,-6.3197791,,,,2011-04-15,2011-06-03,"65, Curlew Road, Drimnagh, Dublin 12",,,,C,9,Double storey extension over existing single storey extension to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2530/11,1
